Passage,Phage_measured,Phage_treatment,Temperature_treatment,Temperature,Rep,PFU,Dilution,PFU_ML,,
1.1,LUZ19,Single_phage,37C_static,37,3,22,,2200000000,,
1.1,LUZ19,Single_phage,37C_static,37,4,15,,1500000000,,
1.1,LUZ19,Single_phage,37C_static,37,5,17,,1700000000,,
1.1,LUZ19,Single_phage,37C_static,37,6,16,,1600000000,,
1.1,LUZ19,Single_phage,42C_static,42,1,22,,2200000000,,
1.1,LUZ19,Single_phage,42C_static,42,2,21,,2100000000,,
1.1,LUZ19,Single_phage,42C_static,42,3,25,,2500000000,,
1.1,LUZ19,Single_phage,42C_static,42,4,20,,2000000000,,
1.1,LUZ19,Single_phage,42C_static,42,5,29,,2900000000,,
1.1,LUZ19,Single_phage,42C_static,42,6,25,,2500000000,,
1.1,LUZ19,Single_phage,Fluctuating,37,1,7,,700000000,,
1.1,LUZ19,Single_phage,Fluctuating,37,2,12,,1200000000,,
1.1,LUZ19,Single_phage,Fluctuating,37,3,11,,1100000000,,
1.1,LUZ19,Single_phage,Fluctuating,37,4,20,,2000000000,,
1.1,LUZ19,Single_phage,Fluctuating,37,5,31,,3100000000,,
1.1,LUZ19,Single_phage,Fluctuating,37,6,28,,2800000000,,
1.1,LUZ19,Competition,37C_static,37,1,12,,120000000,,
1.1,LUZ19,Competition,37C_static,37,2,8,,80000000,,
1.1,LUZ19,Competition,37C_static,37,3,6,,60000000,,
1.1,LUZ19,Competition,37C_static,37,4,8,,80000000,,
1.1,LUZ19,Competition,37C_static,37,5,18,,180000000,,
1.1,LUZ19,Competition,37C_static,37,6,19,,190000000,,
1.1,LUZ19,Competition,42C_static,42,1,27,,2700000000,,
1.1,LUZ19,Competition,42C_static,42,2,22,,2200000000,,
1.1,LUZ19,Competition,42C_static,42,3,18,,1800000000,,
1.1,LUZ19,Competition,42C_static,42,4,25,,2500000000,,
1.1,LUZ19,Competition,42C_static,42,5,17,,1700000000,,
1.1,LUZ19,Competition,42C_static,42,6,9,,900000000,,
1.1,LUZ19,Competition,Fluctuating,37,1,23,,230000000,,
1.1,LUZ19,Competition,Fluctuating,37,2,25,,250000000,,
1.1,LUZ19,Competition,Fluctuating,37,3,22,,220000000,,
1.1,LUZ19,Competition,Fluctuating,37,4,23,,230000000,,
1.1,LUZ19,Competition,Fluctuating,37,5,21,,210000000,,
1.1,LUZ19,Competition,Fluctuating,37,6,20,,200000000,,
1.1,phage14_1,Single_phage,37C_static,37,1,35,,350000000,,
1.1,phage14_1,Single_phage,37C_static,37,2,42,,420000000,,
1.1,phage14_1,Single_phage,37C_static,37,3,49,,490000000,,
1.1,phage14_1,Single_phage,37C_static,37,4,46,,460000000,,
1.1,phage14_1,Single_phage,37C_static,37,5,57,,570000000,,
1.1,phage14_1,Single_phage,37C_static,37,6,54,,540000000,,
1.1,phage14_1,Single_phage,42C_static,42,1,92,,92000000,,
1.1,phage14_1,Single_phage,42C_static,42,2,95,,95000000,,
1.1,phage14_1,Single_phage,42C_static,42,3,109,,109000000,,
1.1,phage14_1,Single_phage,42C_static,42,4,61,,61000000,,
1.1,phage14_1,Single_phage,42C_static,42,5,81,,81000000,,
1.1,phage14_1,Single_phage,42C_static,42,6,143,,143000000,,
1.1,phage14_1,Single_phage,Fluctuating,37,1,49,,490000000,,
1.1,phage14_1,Single_phage,Fluctuating,37,2,69,,690000000,,
1.1,phage14_1,Single_phage,Fluctuating,37,3,58,,580000000,,
1.1,phage14_1,Single_phage,Fluctuating,37,4,66,,660000000,,
1.1,phage14_1,Single_phage,Fluctuating,37,5,57,,570000000,,
1.1,phage14_1,Single_phage,Fluctuating,37,6,40,,400000000,,
1.1,phage14_1,Competition,37C_static,37,1,21,,210000000,,
1.1,phage14_1,Competition,37C_static,37,2,28,,280000000,,
1.1,phage14_1,Competition,37C_static,37,3,23,,230000000,,
1.1,phage14_1,Competition,37C_static,37,4,17,,170000000,,
1.1,phage14_1,Competition,37C_static,37,5,22,,220000000,,
1.1,phage14_1,Competition,37C_static,37,6,24,,240000000,,
1.1,phage14_1,Competition,42C_static,42,1,118,,11800000,,
1.1,phage14_1,Competition,42C_static,42,2,88,,8800000,,
1.1,phage14_1,Competition,42C_static,42,3,92,,9200000,,
1.1,phage14_1,Competition,42C_static,42,4,126,,12600000,,
1.1,phage14_1,Competition,42C_static,42,5,112,,11200000,,
1.1,phage14_1,Competition,42C_static,42,6,130,,13000000,,
1.1,phage14_1,Competition,Fluctuating,37,1,123,,123000000,,
1.1,phage14_1,Competition,Fluctuating,37,2,110,,110000000,,
1.1,phage14_1,Competition,Fluctuating,37,3,105,,105000000,,
1.1,phage14_1,Competition,Fluctuating,37,4,117,,117000000,,
1.1,phage14_1,Competition,Fluctuating,37,5,97,,97000000,,
1.1,phage14_1,Competition,Fluctuating,37,6,95,,95000000,,
2,LUZ19,Single_phage,37C_static,37,1,27,-6,2700000000,,
2,LUZ19,Single_phage,37C_static,37,2,32,-6,3200000000,,
2,LUZ19,Single_phage,37C_static,37,3,9,-7,9000000000,,
2,LUZ19,Single_phage,37C_static,37,4,8,-7,8000000000,,
2,LUZ19,Single_phage,37C_static,37,5,16,-7,16000000000,,
2,LUZ19,Single_phage,37C_static,37,6,26,-7,26000000000,,
2,LUZ19,Single_phage,42C_static,42,1,11,-7,11000000000,,
2,LUZ19,Single_phage,42C_static,42,2,17,-7,17000000000,,
2,LUZ19,Single_phage,42C_static,42,3,22,-7,22000000000,,
2,LUZ19,Single_phage,42C_static,42,4,19,-7,19000000000,,
2,LUZ19,Single_phage,42C_static,42,5,12,-7,12000000000,,
2,LUZ19,Single_phage,42C_static,42,6,22,-7,22000000000,,
2,LUZ19,Single_phage,Fluctuating,42,1,25,-6,2500000000,,
2,LUZ19,Single_phage,Fluctuating,42,2,29,-6,2900000000,,
2,LUZ19,Single_phage,Fluctuating,42,3,24,-7,24000000000,,
2,LUZ19,Single_phage,Fluctuating,42,4,21,-7,21000000000,,
2,LUZ19,Single_phage,Fluctuating,42,5,20,-7,20000000000,,
2,LUZ19,Single_phage,Fluctuating,42,6,32,-7,32000000000,,
2,LUZ19,Competition,37C_static,37,1,33,-6,3300000000,,
2,LUZ19,Competition,37C_static,37,2,24,-6,2400000000,,
2,LUZ19,Competition,37C_static,37,3,29,-6,2900000000,,
2,LUZ19,Competition,37C_static,37,4,14,-6,1400000000,,
2,LUZ19,Competition,37C_static,37,5,26,-6,2600000000,,
2,LUZ19,Competition,37C_static,37,6,23,-6,2300000000,,
2,LUZ19,Competition,42C_static,42,1,20,-6,2000000000,,
2,LUZ19,Competition,42C_static,42,2,25,-6,2500000000,,
2,LUZ19,Competition,42C_static,42,3,30,-6,3000000000,,
2,LUZ19,Competition,42C_static,42,4,20,-6,2000000000,,
2,LUZ19,Competition,42C_static,42,5,22,-6,2200000000,,
2,LUZ19,Competition,42C_static,42,6,28,-6,2800000000,,
2,LUZ19,Competition,Fluctuating,42,1,51,-5,510000000,,
2,LUZ19,Competition,Fluctuating,42,2,44,-5,440000000,,
2,LUZ19,Competition,Fluctuating,42,3,37,-5,370000000,,
2,LUZ19,Competition,Fluctuating,42,4,31,-5,310000000,,
2,LUZ19,Competition,Fluctuating,42,5,30,-5,300000000,,
2,LUZ19,Competition,Fluctuating,42,6,35,-5,350000000,,
2,phage14_1,Single_phage,37C_static,37,1,88,-6,8800000000,,
2,phage14_1,Single_phage,37C_static,37,2,62,-6,6200000000,,
2,phage14_1,Single_phage,37C_static,37,3,69,-6,6900000000,,
2,phage14_1,Single_phage,37C_static,37,4,61,-6,6100000000,,
2,phage14_1,Single_phage,37C_static,37,5,54,-6,5400000000,,
2,phage14_1,Single_phage,37C_static,37,6,75,-6,7500000000,,
2,phage14_1,Single_phage,42C_static,42,1,25,-6,2500000000,,
2,phage14_1,Single_phage,42C_static,42,2,18,-6,1800000000,,
2,phage14_1,Single_phage,42C_static,42,3,17,-6,1700000000,,
2,phage14_1,Single_phage,42C_static,42,4,24,-6,2400000000,,
2,phage14_1,Single_phage,42C_static,42,5,27,-6,2700000000,,
2,phage14_1,Single_phage,42C_static,42,6,35,-6,3500000000,,
2,phage14_1,Single_phage,Fluctuating,42,1,122,-5,1220000000,,
2,phage14_1,Single_phage,Fluctuating,42,2,104,-5,1040000000,,
2,phage14_1,Single_phage,Fluctuating,42,3,65,-5,650000000,,
2,phage14_1,Single_phage,Fluctuating,42,4,92,-5,920000000,,
2,phage14_1,Single_phage,Fluctuating,42,5,90,-5,900000000,,
2,phage14_1,Single_phage,Fluctuating,42,6,116,-5,1160000000,,
2,phage14_1,Competition,37C_static,37,1,24,-5,240000000,,
2,phage14_1,Competition,37C_static,37,2,33,-5,330000000,,
2,phage14_1,Competition,37C_static,37,3,35,-5,350000000,,
2,phage14_1,Competition,37C_static,37,4,30,-5,300000000,,
2,phage14_1,Competition,37C_static,37,5,34,-5,340000000,,
2,phage14_1,Competition,37C_static,37,6,33,-5,330000000,,
2,phage14_1,Competition,42C_static,42,1,51,-5,510000000,,
2,phage14_1,Competition,42C_static,42,2,46,-5,460000000,,
2,phage14_1,Competition,42C_static,42,3,57,-5,570000000,,
2,phage14_1,Competition,42C_static,42,4,63,-5,630000000,,
2,phage14_1,Competition,42C_static,42,5,49,-5,490000000,,
2,phage14_1,Competition,42C_static,42,6,52,-5,520000000,,
2,phage14_1,Competition,Fluctuating,42,1,36,-5,360000000,,
2,phage14_1,Competition,Fluctuating,42,2,37,-5,370000000,,
2,phage14_1,Competition,Fluctuating,42,3,34,-5,340000000,,
2,phage14_1,Competition,Fluctuating,42,4,33,-5,330000000,,
2,phage14_1,Competition,Fluctuating,42,5,35,-5,350000000,,
2,phage14_1,Competition,Fluctuating,42,6,28,-5,280000000,,
2.1,LUZ19,Single_phage,37C_static,37,1,,,270000000,,
2.1,LUZ19,Single_phage,37C_static,37,2,,,320000000,,
2.1,LUZ19,Single_phage,37C_static,37,3,,,900000000,,
2.1,LUZ19,Single_phage,37C_static,37,4,,,800000000,,
2.1,LUZ19,Single_phage,37C_static,37,5,,,1600000000,,
2.1,LUZ19,Single_phage,37C_static,37,6,,,2600000000,,
2.1,LUZ19,Single_phage,42C_static,42,1,,,1100000000,,
2.1,LUZ19,Single_phage,42C_static,42,2,,,1700000000,,
2.1,LUZ19,Single_phage,42C_static,42,3,,,2200000000,,
2.1,LUZ19,Single_phage,42C_static,42,4,,,1900000000,,
2.1,LUZ19,Single_phage,42C_static,42,5,,,1200000000,,
2.1,LUZ19,Single_phage,42C_static,42,6,,,2200000000,,
2.1,LUZ19,Single_phage,Fluctuating,42,1,,,250000000,,
2.1,LUZ19,Single_phage,Fluctuating,42,2,,,290000000,,
2.1,LUZ19,Single_phage,Fluctuating,42,3,,,2400000000,,
2.1,LUZ19,Single_phage,Fluctuating,42,4,,,2100000000,,
2.1,LUZ19,Single_phage,Fluctuating,42,5,,,2000000000,,
2.1,LUZ19,Single_phage,Fluctuating,42,6,,,3200000000,,
2.1,LUZ19,Competition,37C_static,37,1,,,330000000,,
2.1,LUZ19,Competition,37C_static,37,2,,,240000000,,
2.1,LUZ19,Competition,37C_static,37,3,,,290000000,,
2.1,LUZ19,Competition,37C_static,37,4,,,140000000,,
2.1,LUZ19,Competition,37C_static,37,5,,,260000000,,
2.1,LUZ19,Competition,37C_static,37,6,,,230000000,,
2.1,LUZ19,Competition,42C_static,42,1,,,200000000,,
2.1,LUZ19,Competition,42C_static,42,2,,,250000000,,
2.1,LUZ19,Competition,42C_static,42,3,,,300000000,,
2.1,LUZ19,Competition,42C_static,42,4,,,200000000,,
2.1,LUZ19,Competition,42C_static,42,5,,,220000000,,
2.1,LUZ19,Competition,42C_static,42,6,,,280000000,,
2.1,LUZ19,Competition,Fluctuating,42,1,,,51000000,,
2.1,LUZ19,Competition,Fluctuating,42,2,,,44000000,,
2.1,LUZ19,Competition,Fluctuating,42,3,,,37000000,,
2.1,LUZ19,Competition,Fluctuating,42,4,,,31000000,,
2.1,LUZ19,Competition,Fluctuating,42,5,,,30000000,,
2.1,LUZ19,Competition,Fluctuating,42,6,,,35000000,,
2.1,phage14_1,Single_phage,37C_static,37,1,,,880000000,,
2.1,phage14_1,Single_phage,37C_static,37,2,,,620000000,,
2.1,phage14_1,Single_phage,37C_static,37,3,,,690000000,,
2.1,phage14_1,Single_phage,37C_static,37,4,,,610000000,,
2.1,phage14_1,Single_phage,37C_static,37,5,,,540000000,,
2.1,phage14_1,Single_phage,37C_static,37,6,,,750000000,,
2.1,phage14_1,Single_phage,42C_static,42,1,,,250000000,,
2.1,phage14_1,Single_phage,42C_static,42,2,,,180000000,,
2.1,phage14_1,Single_phage,42C_static,42,3,,,170000000,,
2.1,phage14_1,Single_phage,42C_static,42,4,,,240000000,,
2.1,phage14_1,Single_phage,42C_static,42,5,,,270000000,,
2.1,phage14_1,Single_phage,42C_static,42,6,,,350000000,,
2.1,phage14_1,Single_phage,Fluctuating,42,1,,,122000000,,
2.1,phage14_1,Single_phage,Fluctuating,42,2,,,104000000,,
2.1,phage14_1,Single_phage,Fluctuating,42,3,,,65000000,,
2.1,phage14_1,Single_phage,Fluctuating,42,4,,,92000000,,
2.1,phage14_1,Single_phage,Fluctuating,42,5,,,90000000,,
2.1,phage14_1,Single_phage,Fluctuating,42,6,,,116000000,,
2.1,phage14_1,Competition,37C_static,37,1,,,24000000,,
2.1,phage14_1,Competition,37C_static,37,2,,,33000000,,
2.1,phage14_1,Competition,37C_static,37,3,,,35000000,,
2.1,phage14_1,Competition,37C_static,37,4,,,30000000,,
2.1,phage14_1,Competition,37C_static,37,5,,,34000000,,
2.1,phage14_1,Competition,37C_static,37,6,,,33000000,,
2.1,phage14_1,Competition,42C_static,42,1,,,51000000,,
2.1,phage14_1,Competition,42C_static,42,2,,,46000000,,
2.1,phage14_1,Competition,42C_static,42,3,,,57000000,,
2.1,phage14_1,Competition,42C_static,42,4,,,63000000,,
2.1,phage14_1,Competition,42C_static,42,5,,,49000000,,
2.1,phage14_1,Competition,42C_static,42,6,,,52000000,,
2.1,phage14_1,Competition,Fluctuating,42,1,,,36000000,,
2.1,phage14_1,Competition,Fluctuating,42,2,,,37000000,,
2.1,phage14_1,Competition,Fluctuating,42,3,,,34000000,,
2.1,phage14_1,Competition,Fluctuating,42,4,,,33000000,,
2.1,phage14_1,Competition,Fluctuating,42,5,,,35000000,,
2.1,phage14_1,Competition,Fluctuating,42,6,,,28000000,,
3,LUZ19,Single_phage,37C_static,37,1,38,-7,38000000000,,
3,LUZ19,Single_phage,37C_static,37,2,30,-7,30000000000,,
3,LUZ19,Single_phage,37C_static,37,3,23,-7,23000000000,,
3,LUZ19,Single_phage,37C_static,37,4,34,-7,34000000000,,
3,LUZ19,Single_phage,37C_static,37,5,25,-7,25000000000,,
3,LUZ19,Single_phage,37C_static,37,6,15,-7,15000000000,,
3,LUZ19,Single_phage,42C_static,42,1,27,-7,27000000000,,
3,LUZ19,Single_phage,42C_static,42,2,26,-7,26000000000,,
3,LUZ19,Single_phage,42C_static,42,3,22,-7,22000000000,,
3,LUZ19,Single_phage,42C_static,42,4,26,-7,26000000000,,
3,LUZ19,Single_phage,42C_static,42,5,31,-7,31000000000,,
3,LUZ19,Single_phage,42C_static,42,6,37,-7,37000000000,,
3,LUZ19,Single_phage,Fluctuating,42,1,19,-7,19000000000,,
3,LUZ19,Single_phage,Fluctuating,42,2,27,-7,27000000000,,
3,LUZ19,Single_phage,Fluctuating,42,3,23,-7,23000000000,,
3,LUZ19,Single_phage,Fluctuating,42,4,22,-7,22000000000,,
3,LUZ19,Single_phage,Fluctuating,42,5,17,-7,17000000000,,
3,LUZ19,Single_phage,Fluctuating,42,6,15,-7,15000000000,,
3,LUZ19,Competition,37C_static,37,1,42,-6,4200000000,,
3,LUZ19,Competition,37C_static,37,2,44,-6,4400000000,,
3,LUZ19,Competition,37C_static,37,3,47,-6,4700000000,,
3,LUZ19,Competition,37C_static,37,4,32,-6,3200000000,,
3,LUZ19,Competition,37C_static,37,5,33,-6,3300000000,,
3,LUZ19,Competition,37C_static,37,6,32,-6,3200000000,,
3,LUZ19,Competition,42C_static,42,1,10,-6,1000000000,,
3,LUZ19,Competition,42C_static,42,2,14,-6,1400000000,,
3,LUZ19,Competition,42C_static,42,3,17,-6,1700000000,,
3,LUZ19,Competition,42C_static,42,4,19,-6,1900000000,,
3,LUZ19,Competition,42C_static,42,5,18,-6,1800000000,,
3,LUZ19,Competition,42C_static,42,6,11,-6,1100000000,,
3,LUZ19,Competition,Fluctuating,42,1,13,-6,1300000000,,
3,LUZ19,Competition,Fluctuating,42,2,25,-6,2500000000,,
3,LUZ19,Competition,Fluctuating,42,3,33,-6,3300000000,,
3,LUZ19,Competition,Fluctuating,42,4,42,-6,4200000000,,
3,LUZ19,Competition,Fluctuating,42,5,34,-6,3400000000,,
3,LUZ19,Competition,Fluctuating,42,6,36,-6,3600000000,,
3,phage14_1,Single_phage,37C_static,37,1,51,-6,5100000000,,
3,phage14_1,Single_phage,37C_static,37,2,77,-6,7700000000,,
3,phage14_1,Single_phage,37C_static,37,3,75,-6,7500000000,,
3,phage14_1,Single_phage,37C_static,37,4,66,-6,6600000000,,
3,phage14_1,Single_phage,37C_static,37,5,66,-6,6600000000,,
3,phage14_1,Single_phage,37C_static,37,6,73,-6,7300000000,,
3,phage14_1,Single_phage,42C_static,42,1,75,-6,7500000000,,
3,phage14_1,Single_phage,42C_static,42,2,70,-6,7000000000,,
3,phage14_1,Single_phage,42C_static,42,3,39,-6,3900000000,,
